data: 0.277634, last: 1
data: -3.20259, last: 1
data: -3.76816, last: 1
data: 1.42586, last: 1
data: 4.54347, last: 1
data: 1.54024, last: 1
data: 2.63196, last: 1
data: -4.07736, last: 1
data: 2.50906, last: 1
data: 1.0508, last: 1
data: -0.497818, last: 1
data: -0.490784, last: 1
data: 0.154572, last: 1
data: 1.85936, last: 1
data: 2.88974, last: 1
data: -7.68649, last: 1
data: 1.17038, last: 1
data: 2.68144, last: 1
data: 2.40784, last: 1
data: -5.34976, last: 1
data: 3.0555, last: 1
data: -1.66763, last: 1
data: -3.25154, last: 1
data: 3.69484, last: 1
data: 4.04089, last: 1
data: 2.35243, last: 1
data: 3.06258, last: 1
data: -3.60077, last: 1
data: -1.63756, last: 1
data: -5.52481, last: 1
data: 3.5647, last: 1
data: 1.87233, last: 1
data: -3.20259, last: 1
data: 3.38596, last: 1
data: -6.31277, last: 1
data: 0.971359, last: 1
data: 2.50545, last: 1
data: 1.44463, last: 1
data: -1.65216, last: 1
data: -2.4921, last: 1
data: 1.39049, last: 1
data: -5.54897, last: 1
data: 0.304535, last: 1
data: 0.933823, last: 1
data: -0.415466, last: 1
data: -0.174088, last: 1
data: 0.700241, last: 1
data: 1.34795, last: 1
data: -2.38451, last: 1
data: 1.86644, last: 1
data: 2.34761, last: 1
data: -0.75827, last: 1
data: -4.41693, last: 1
data: 2.36154, last: 1
data: 0.404007, last: 1
data: -1.43279, last: 1
data: 2.78526, last: 1
data: 2.61383, last: 1
data: -1.84195, last: 1
data: 3.54259, last: 1
data: -2.63153, last: 1
data: -1.95132, last: 1
data: -2.89609, last: 1
data: 0.507477, last: 1
data: -2.90813, last: 1
data: -2.19753, last: 1
data: -3.69905, last: 1
data: -1.78999, last: 1
data: -2.74918, last: 1
data: -2.00897, last: 1
data: 0.996094, last: 1
data: -0.39917, last: 1
data: -3.39574, last: 1
data: 2.87349, last: 1
data: -1.24185, last: 1
data: -0.574753, last: 1
data: -4.79144, last: 1
data: -1.75339, last: 1
data: 3.33427, last: 1
data: 2.12071, last: 1
data: 0.731598, last: 1
data: -7.68649, last: 1
data: 3.01825, last: 1
data: 0.405853, last: 1
data: 2.18637, last: 1
data: -1.53728, last: 1
data: 1.48886, last: 1
data: 3.82475, last: 1
data: -1.23898, last: 1
data: 0.90213, last: 1
data: -1.32919, last: 1
data: -3.01575, last: 1
data: -1.29823, last: 1
data: -3.0457, last: 1
data: 3.21945, last: 1
data: 1.7097, last: 1
data: 1.21718, last: 1
data: 1.65114, last: 1
data: 0.044754, last: 1
data: 3.82903, last: 1
data: -1.88657, last: 1
data: -1.85445, last: 1
data: 0.64537, last: 1
data: -2.243, last: 1
data: -2.47231, last: 1
data: -0.483032, last: 1
data: -4.32822, last: 1
data: -3.12245, last: 1
data: 3.72906, last: 1
data: 3.2068, last: 1
data: -2.86876, last: 1
data: 1.96967, last: 1
data: 3.69925, last: 1
data: 1.38914, last: 1
data: -1.03923, last: 1
data: -3.2282, last: 1
data: 4.03995, last: 1
data: -1.39674, last: 1
data: 2.02481, last: 1
data: -0.57135, last: 1
data: -2.564, last: 1
data: -1.43581, last: 1
data: -1.58813, last: 1
data: 3.39563, last: 1
data: -3.5804, last: 1
data: -2.68774, last: 1
data: 1.43282, last: 1
data: -1.6508, last: 1
data: 3.45457, last: 1
data: -2.68185, last: 1
data: -4.93608, last: 1
data: -1.33578, last: 1
data: -0.658432, last: 1
data: 3.13382, last: 1
data: 2.42316, last: 1
data: 2.23132, last: 1
data: -5.27675, last: 1
data: 4.91571, last: 1
data: 4.23639, last: 1
data: 1.49847, last: 1
data: 3.7637, last: 1
data: 0.37944, last: 1
data: -6.54338, last: 1
data: 1.32251, last: 1
data: -5.85988, last: 1
data: -0.29512, last: 1
data: 2.3084, last: 1
data: -7.68649, last: 1
data: -2.61302, last: 1
data: 1.33058, last: 1
data: 0.740021, last: 1
data: -2.62489, last: 1
data: 1.64803, last: 1
data: 1.44254, last: 1
data: -6.06026, last: 1
data: 2.20688, last: 1
data: 1.62926, last: 1
data: -4.03284, last: 1
data: -2.13606, last: 1
data: -4.20474, last: 1
data: 1.55789, last: 1
data: 2.40016, last: 1
data: -2.88686, last: 1
data: 2.36382, last: 1
data: -2.61549, last: 1
data: -3.31503, last: 1
data: -2.21388, last: 1
data: 0.505676, last: 1
data: -4.35474, last: 1
data: -6.27884, last: 1
data: -2.14896, last: 1
data: -3.40067, last: 1
data: 0.365921, last: 1
data: -4.30321, last: 1
data: -3.35568, last: 1
data: 4.21524, last: 1
data: 2.30617, last: 1
data: 4.36436, last: 1
data: -0.498703, last: 1
data: 3.498, last: 1
data: -2.28455, last: 1
data: -2.16606, last: 1
data: -0.85762, last: 1
data: -2.47926, last: 1
data: 0.55632, last: 1
data: 3.52829, last: 1
data: 0.16011, last: 1
data: -1.33437, last: 1
data: -0.578995, last: 1
data: -3.81587, last: 1
data: 0.181946, last: 1
data: 0.48407, last: 1
data: -3.55888, last: 1
data: 0.552002, last: 1
data: -4.76086, last: 1
data: 1.07147, last: 1
data: 0.647446, last: 1
data: -2.17012, last: 1
data: 4.1046, last: 1
data: 2.15221, last: 1
data: 5.49368, last: 1
data: -0.639023, last: 1
data: -1.50032, last: 1
data: 2.21632, last: 1
data: 1.62997, last: 1
data: 1.79535, last: 1
data: -4.86014, last: 1
data: -4.26642, last: 1
data: 0.473328, last: 1
data: 0.688446, last: 1
data: 2.31784, last: 1
data: 2.25356, last: 1
data: 1.29353, last: 1
data: -3.35263, last: 1
data: -3.81587, last: 1
data: -1.35864, last: 1
data: -1.28952, last: 1
data: -0.399033, last: 1
data: -0.0122986, last: 1
data: 1.73647, last: 1
data: 1.52089, last: 1
data: -2.50899, last: 1
data: 1.16853, last: 1
data: 2.68613, last: 1
data: 2.3524, last: 1
data: 1.66016, last: 1
data: -3.81587, last: 1
data: 2.62354, last: 1
data: 2.48846, last: 1
data: 0.445068, last: 1
data: -0.188095, last: 1
data: -5.12175, last: 1
data: -0.524261, last: 1
data: 0.751373, last: 1
data: 1.93086, last: 1
data: -0.68335, last: 1
data: 2.34187, last: 1
data: -2.35698, last: 1
data: 4.16666, last: 1
data: -3.0302, last: 1
data: 2.55952, last: 1
data: -2.65414, last: 1
data: -5.26566, last: 1
data: -3.00928, last: 1
data: 3.81717, last: 1
data: 0.100281, last: 1
data: -1.2899, last: 1
data: 0.160339, last: 1
data: 0.448715, last: 1
data: -2.04349, last: 1
data: -2.68185, last: 1
data: -2.41299, last: 1
data: -2.74969, last: 1
data: -3.69469, last: 1
data: -0.436035, last: 1
data: 4.09128, last: 1
data: -0.231033, last: 1
data: -1.02052, last: 1
data: 0.948639, last: 1
data: -0.772598, last: 1
data: 3.72542, last: 1
data: -0.420883, last: 1
data: 0.63356, last: 1
data: 0.370377, last: 1
data: 2.91063, last: 1
data: 2.9381, last: 1
data: -5.98442, last: 1
data: -3.45326, last: 1
data: 3.34781, last: 1
data: -0.426376, last: 1
data: 2.84467, last: 1
data: -0.276291, last: 1
data: 1.56802, last: 1
data: -3.25204, last: 1
data: -0.34169, last: 1
data: 0.870468, last: 1
data: 3.27483, last: 1
data: -5.33731, last: 1
data: 0.0535736, last: 1
data: -0.556046, last: 1
data: -1.16754, last: 1
data: -1.94066, last: 1
data: -0.116028, last: 1
data: -2.19681, last: 1
data: 4.88185, last: 1
data: 2.9373, last: 1
data: 1.95116, last: 1
data: 0.188858, last: 1
data: -6.27884, last: 1
data: 1.05861, last: 1
data: 1.26181, last: 1
data: 4.71721, last: 1
data: -1.88387, last: 1
data: 4.19237, last: 1
data: -0.770462, last: 1
data: 4.91008, last: 1
data: -4.29555, last: 1
data: -1.01225, last: 1
data: -3.81587, last: 1
data: 2.6091, last: 1
data: -2.63562, last: 1
data: -3.99788, last: 1
data: -1.99905, last: 1
data: 1.8224, last: 1
data: 0.45871, last: 1
data: -4.74388, last: 1
data: 2.27885, last: 1
data: -1.82841, last: 1
data: 1.37062, last: 1
data: 3.38153, last: 1
data: -0.968628, last: 1
data: 1.94717, last: 1
data: 1.68936, last: 1
data: -0.141769, last: 1
data: -4.41693, last: 1
data: 3.02124, last: 1
data: 2.99255, last: 1
data: -1.15054, last: 1
data: -0.926224, last: 1
data: -4.78304, last: 1
data: -0.31488, last: 1
data: 3.04468, last: 1
data: -0.00108337, last: 1
data: 1.50793, last: 1
data: 3.00131, last: 1
data: -0.793808, last: 1
data: -0.0650024, last: 1
data: -0.187576, last: 1
data: -3.50024, last: 1
data: 5.45778, last: 1
data: 3.09689, last: 1
data: -2.79181, last: 1
data: -5.33731, last: 1
data: -0.598557, last: 1
data: 2.53566, last: 1
data: 0.126816, last: 1
data: 1.21648, last: 1
data: 2.12344, last: 1
data: -0.406067, last: 1
data: 3.39543, last: 1
data: -1.88315, last: 1
data: 2.72652, last: 1
data: 1.31021, last: 1
data: -2.67178, last: 1
data: 0.205765, last: 1
data: 3.07381, last: 1
data: -1.4976, last: 1
data: 0.272369, last: 1
data: -2.03822, last: 1
data: 2.22061, last: 1
data: 1.242, last: 1
data: 1.46301, last: 1
data: 3.53671, last: 1
data: -1.81131, last: 1
data: -0.242371, last: 1
data: 2.09875, last: 1
data: -6.18591, last: 1
data: -6.48042, last: 1
data: 2.0511, last: 1
data: 0.509476, last: 1
data: 3.03764, last: 1
data: 3.1757, last: 1
data: -1.27657, last: 1
data: 0.561447, last: 1
data: 4.26581, last: 1
data: 2.2236, last: 1
data: 3.31523, last: 1
data: -2.47548, last: 1
data: -2.2421, last: 1
data: 4.14839, last: 1
data: -1.69611, last: 1
data: 3.65208, last: 1
data: 0.926987, last: 1
data: 2.78545, last: 1
data: 1.53369, last: 1
data: -0.573654, last: 1
data: 3.0442, last: 1
data: -2.33646, last: 1
data: -2.07541, last: 1
data: -0.136368, last: 1
data: 2.61841, last: 1
data: -0.154282, last: 1
data: 4.2379, last: 1
data: 1.54068, last: 1
data: -1.97891, last: 1
data: 1.04964, last: 1
data: -5.2466, last: 1
data: 1.70665, last: 1
data: -7.68649, last: 1
data: 0.30423, last: 1
data: 2.70665, last: 1
data: 1.8158, last: 1
data: 2.53816, last: 1
data: 2.28052, last: 1
data: -1.26396, last: 1
data: -3.13528, last: 1
data: -2.69458, last: 1
data: 1.24884, last: 1
data: -4.97984, last: 1
data: -4.91714, last: 1
data: -3.7648, last: 1
data: -6.34293, last: 1
data: -3.13463, last: 1
data: 3.15312, last: 1
data: 2.44676, last: 1
data: -0.500717, last: 1
data: -6.40927, last: 1
data: 3.60706, last: 1
data: -0.46225, last: 1
data: 3.22539, last: 1
data: 0.725601, last: 1
data: -5.12602, last: 1
data: -0.276596, last: 1
data: 1.5441, last: 1
data: 0.777756, last: 1
data: -4.35474, last: 1
data: 1.16362, last: 1
data: 2.02168, last: 1
data: 3.59787, last: 1
data: -4.84235, last: 1
data: 2.63629, last: 1
data: 3.00612, last: 1
data: 3.2383, last: 1
data: -4.8037, last: 1
data: 1.82257, last: 1
data: 4.63306, last: 1
data: -2.03195, last: 1
data: 3.84547, last: 1
data: 1.34525, last: 1
data: 3.4355, last: 1
data: 0.924026, last: 1
data: 2.99692, last: 1
data: 2.24913, last: 1
data: 0.991226, last: 1
data: 0.777756, last: 1
data: 1.08665, last: 1
data: 0.222092, last: 1
data: 0.743484, last: 1
data: -0.26181, last: 1
data: 2.49695, last: 1
data: 2.37292, last: 1
data: -6.91736, last: 1
data: 2.88203, last: 1
data: -3.84453, last: 1
data: 1.18805, last: 1
data: 0.738815, last: 1
data: 2.08939, last: 1
data: 1.6563, last: 1
data: -4.47183, last: 1
data: 3.15324, last: 1
data: -1.78531, last: 1
data: 1.79167, last: 1
data: -2.88147, last: 1
data: 3.35782, last: 1
data: -2.50439, last: 1
data: -6.7343, last: 1
data: -2.88318, last: 1
data: 0.996292, last: 1
data: -1.16206, last: 1
data: 1.85477, last: 1
data: 1.84851, last: 1
data: 0.877045, last: 1
data: -4.04306, last: 1
data: -0.85997, last: 1
data: 2.15865, last: 1
data: 0.630219, last: 1
data: 1.49963, last: 1
data: 4.79826, last: 1
data: -1.99019, last: 1
data: 0.683105, last: 1
data: 1.60948, last: 1
data: 0.476089, last: 1
data: 2.6684, last: 1
data: 4.87413, last: 1
data: 4.27649, last: 1
data: 0.221695, last: 1
data: 1.55154, last: 1
data: -5.03555, last: 1
data: 0.141388, last: 1
data: 1.79301, last: 1
data: 0.610199, last: 1
data: -5.59534, last: 1
data: -2.37164, last: 1
data: 2.20839, last: 1
data: -0.787628, last: 1
data: 1.93898, last: 1
data: 1.18546, last: 1
data: 0.821213, last: 1
data: -1.564, last: 1
data: 1.12158, last: 1
data: 1.62033, last: 1
data: -0.309677, last: 1
data: -2.8781, last: 1
data: 1.69745, last: 1
data: -7.68649, last: 1
data: -2.88972, last: 1
data: -0.497818, last: 1
data: 2.84119, last: 1
data: -7.68649, last: 1
data: 1.19713, last: 1
data: -2.20317, last: 1
data: 2.18224, last: 1
data: 0.537292, last: 1
data: -0.640961, last: 1
data: -2.14661, last: 1
data: 2.57335, last: 1
data: -0.246277, last: 1
data: 1.24495, last: 1
data: -2.81834, last: 1
data: 1.79633, last: 1
data: -0.844086, last: 1
data: 3.93381, last: 1
data: 2.21973, last: 1
data: 2.11278, last: 1
data: 3.93314, last: 1
data: 0.965271, last: 1
data: -3.97604, last: 1
data: 0.905151, last: 1
data: 2.10735, last: 1
data: 1.55479, last: 1
data: 1.76929, last: 1
data: 1.09619, last: 1
data: 1.45087, last: 1
data: 0.0881042, last: 1
data: 2.17735, last: 1
data: 3.55115, last: 1
data: -5.21895, last: 1
data: 1.20277, last: 1
data: -5.41147, last: 1
data: -0.877808, last: 1
data: -0.41124, last: 1
data: -5.60114, last: 1
data: -2.44215, last: 1
data: -2.83864, last: 1
data: 2.16054, last: 1
data: 1.69048, last: 1
data: 1.65646, last: 1
data: 0.271881, last: 1
data: 0.625168, last: 1
data: 1.77094, last: 1
data: -3.96938, last: 1
data: 2.72731, last: 1
data: 1.48898, last: 1
data: 0.472229, last: 1
data: 1.16663, last: 1
data: 1.65173, last: 1
data: 3.19896, last: 1
data: -2.74969, last: 1
data: 3.82449, last: 1
data: 2.79849, last: 1
data: -0.502747, last: 1
data: -7.68649, last: 1
data: -4.78304, last: 1
data: 2.10782, last: 1
data: -3.32588, last: 1
data: -1.76749, last: 1
data: 1.36421, last: 1
data: 0.24678, last: 1
data: -1.59641, last: 1
data: 0.639847, last: 1
data: 1.12306, last: 1
data: 2.16539, last: 1
data: -5.66812, last: 1
data: 0.956482, last: 1
data: 0.377991, last: 1
data: -0.470963, last: 1
data: -6.75504, last: 1
data: 2.03734, last: 1
data: -0.272659, last: 1
data: -0.427979, last: 1
data: -0.399124, last: 1
data: 4.24341, last: 1
data: 0.559616, last: 1
data: 3.13332, last: 1
data: 1.1382, last: 1
data: -3.48364, last: 1
data: 1.93785, last: 1
data: 0.595322, last: 1
data: 0.472229, last: 1
data: -0.349884, last: 1
data: -0.927124, last: 1
data: 1.93944, last: 1
data: -6.66792, last: 1
data: 1.78923, last: 1
data: 0.321594, last: 1
data: -2.84694, last: 1
data: 0.497818, last: 1
data: 4.65268, last: 1
data: -6.27884, last: 1
data: 3.56999, last: 1
data: -3.81587, last: 1
data: -2.9296, last: 1
data: 2.48482, last: 1
data: 2.7131, last: 1
data: 2.68394, last: 1
data: -0.329865, last: 1
data: -5.37675, last: 1
data: -2.46999, last: 1
data: 0.99762, last: 1
data: 0.781723, last: 1
data: -4.34488, last: 1
data: 1.29872, last: 1
data: -5.63811, last: 1
data: 1.58736, last: 1
data: -0.897629, last: 1
data: 4.15041, last: 1
data: -4.4453, last: 1
data: -3.79913, last: 1
data: 3.27721, last: 1
data: -2.7753, last: 1
data: 1.9908, last: 1
data: -1.70258, last: 1
data: -2.6147, last: 1
data: 3.41208, last: 1
data: -1.08855, last: 1
data: 1.63989, last: 1
data: 4.15062, last: 1
data: -5.26151, last: 1
data: 2.97435, last: 1
data: 0.790756, last: 1
data: -1.11243, last: 1
data: 1.58551, last: 1
data: 0.576462, last: 1
data: 1.66451, last: 1
data: -1.57251, last: 1
data: -0.908508, last: 1
data: 4.07607, last: 1
data: 1.09459, last: 1
data: 0.993668, last: 1
data: 3.9476, last: 1
data: 2.42134, last: 1
data: -0.553879, last: 1
data: -3.31503, last: 1
data: 0.485413, last: 1
data: 0.154343, last: 1
data: -5.57402, last: 1
data: 3.87833, last: 1
data: -3.40549, last: 1
data: -2.62416, last: 1
data: 0.1707, last: 1
data: 1.72078, last: 1
data: 2.18988, last: 1
data: -0.858536, last: 1
data: -6.31277, last: 1
data: -6.6266, last: 1
data: -1.88181, last: 1
data: 2.02359, last: 1
data: -5.27675, last: 1
data: 2.89276, last: 1
data: 1.6433, last: 1
data: 2.51332, last: 1
data: -1.17824, last: 1
data: 3.53598, last: 1
data: -6.18591, last: 1
data: -4.56871, last: 1
data: -1.32207, last: 1
data: -2.83864, last: 1
data: -6.40927, last: 1
data: 1.19737, last: 1
data: 2.49925, last: 1
data: 0.639282, last: 1
data: -2.61549, last: 1
data: -0.355972, last: 1
data: -3.13463, last: 1
data: -6.40927, last: 1
data: -0.859177, last: 1
data: 0.457825, last: 1
data: -1.24185, last: 1
data: -0.491455, last: 1
data: 4.16112, last: 1
data: 1.78923, last: 1
data: 0.375595, last: 1
data: 1.5269, last: 1
data: 1.40709, last: 1
data: -1.75096, last: 1
data: -3.55611, last: 1
data: 1.5513, last: 1
data: 0.733093, last: 1
data: -5.34976, last: 1
data: -0.239258, last: 1
data: -4.12869, last: 1
data: 1.02411, last: 1
data: 1.14032, last: 1
data: 1.0556, last: 1
data: -1.98926, last: 1
data: -5.0545, last: 1
data: -1.10098, last: 1
data: -6.06026, last: 1
data: -1.53728, last: 1
data: -0.223724, last: 1
data: 1.07321, last: 1
data: -5.42738, last: 1
data: 0.755676, last: 1
data: 5.46783, last: 1
data: -2.6098, last: 1
data: 0.365463, last: 1
data: -3.28169, last: 1
data: 1.49724, last: 1
data: 4.38739, last: 1
data: -6.62032, last: 1
data: -1.75865, last: 1
data: 1.16701, last: 1
data: 1.96152, last: 1
data: -1.81541, last: 1
data: -4.48616, last: 1
data: 1.17345, last: 1
data: 1.43375, last: 1
data: 1.7751, last: 1
data: -1.70058, last: 1
data: 0.84726, last: 1
data: 2.85188, last: 1
data: 2.01364, last: 1
data: -3.00273, last: 1
data: -0.0697632, last: 1
data: -1.98946, last: 1
data: 3.0121, last: 1
data: -1.47159, last: 1
data: -4.02068, last: 1
data: 3.12727, last: 1
data: 3.09183, last: 1
data: 0.737778, last: 1
data: 0.689392, last: 1
data: -0.499725, last: 1
data: 3.6281, last: 1
data: 2.50545, last: 1
data: 1.01201, last: 1
data: 2.66859, last: 1
data: -0.103256, last: 1
data: -1.12804, last: 1
data: 0.214294, last: 1
data: -2.64311, last: 1
data: 3.40813, last: 1
data: 1.95978, last: 1
data: -0.93222, last: 1
data: 2.53752, last: 1
data: -2.61302, last: 1
data: 4.59792, last: 1
data: -4.08417, last: 1
data: 4.17404, last: 1
data: -4.5197, last: 1
data: -2.80467, last: 1
data: -1.99052, last: 1
data: 0.222839, last: 1
data: -1.19897, last: 1
data: 3.78049, last: 1
data: 1.93983, last: 1
data: 3.3367, last: 1
data: -3.22874, last: 1
data: -1.72745, last: 1
data: -5.41147, last: 1
data: 0.452866, last: 1
data: 2.23181, last: 1
data: 2.6756, last: 1
data: -1.84703, last: 1
data: 1.43927, last: 1
data: 1.59698, last: 1
data: 0.00694275, last: 1
data: -4.46492, last: 1
data: -3.20024, last: 1
data: 2.72289, last: 1
data: 1.79475, last: 1
data: -1.93417, last: 1
data: 2.81065, last: 1
data: 1.06195, last: 1
data: -1.2056, last: 1
data: -0.520935, last: 1
data: -4.79999, last: 1
data: -5.15025, last: 1
data: 2.74464, last: 1
data: 2.83174, last: 1
data: 0.179779, last: 1
data: 1.23776, last: 1
data: 2.52802, last: 1
data: 0.465134, last: 1
data: -0.640961, last: 1
data: 1.60202, last: 1
data: 3.07668, last: 1
data: 0.100601, last: 1
data: 0.951874, last: 1
data: -4.15016, last: 1
data: -0.897629, last: 1
data: 0.736359, last: 1
data: 2.52257, last: 1
data: 4.61818, last: 1
data: -5.68886, last: 1
data: -3.54166, last: 1
data: -0.154495, last: 1
data: -0.293045, last: 1
data: 2.82874, last: 1
data: 1.91774, last: 1
data: 2.85851, last: 1
data: -2.85182, last: 1
data: -4.69064, last: 1
data: -3.33101, last: 1
data: 4.44643, last: 1
data: 2.79968, last: 1
data: 1.34923, last: 1
data: 0.554886, last: 1
data: 0.650589, last: 1
data: 5.86801, last: 1
data: 0.889587, last: 1
data: -1.97891, last: 1
data: -1.30354, last: 1
data: 1.20097, last: 1
data: 2.48944, last: 1
data: -5.62927, last: 1
data: -3.99788, last: 1
data: 1.50685, last: 1
data: 3.49849, last: 1
data: -0.738663, last: 1
data: -0.768524, last: 1
data: 2.24567, last: 1
data: -2.37856, last: 1
data: 1.91277, last: 1
data: 1.38524, last: 1
data: -1.54393, last: 1
data: 2.11122, last: 1
data: -0.3414, last: 1
data: 3.22421, last: 1
data: 0.23703, last: 1
data: 2.56967, last: 1
data: -7.68649, last: 1
data: 0.707336, last: 1
data: 3.29791, last: 1
